CGKG_ID	Uniprot_ID	GEM_ID	InterPro	KEGG_ID	CGL_RS_ID	NCgl_ID	Cgl_ID	cg_ID	CoryneRegNet_ID	Gene_Name	Gene_Type	EC_Number	Genome_Info
CGKG_G00622	Q8NSQ0			Cgl0618	CGL_RS03100	NCgl0592	Cgl0618	cg0715			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_172796472.1', 'Product': 'hypothetical protein', 'Start': '630147', 'End': '630810', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599853.1', 'Product': 'hypothetical protein', 'Start': '630147', 'End': '630786', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98011.1', 'Product': 'Hypothetical protein', 'Start': '630147', 'End': '630810', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19325.1', 'Product': 'secreted protein', 'Start': '631608', 'End': '632247', 'Strand': '-'}]"
CGKG_G00623	Q8NSP9		IPR009737#IPR010350#IPR012336	Cgl0619	CGL_RS03105	NCgl0593	Cgl0619	cg0716			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013769.1', 'Product': 'sucrase ferredoxin', 'Start': '630948', 'End': '631812', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599854.1', 'Product': 'hypothetical protein', 'Start': '630948', 'End': '631812', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98012.1', 'Product': 'Hypothetical protein', 'Start': '630948', 'End': '631812', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19326.1', 'Product': 'conserved hypothetical protein', 'Start': '632409', 'End': '633273', 'Strand': '+'}]"
CGKG_G00624	Q8NSP8		IPR000537	Cgl0620	CGL_RS03110	NCgl0594	Cgl0620	cg0717		crtEb	Enzyme	2.5.1.149	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013770.1', 'Product': 'prenyltransferase', 'Start': '631820', 'End': '632684', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599855.1', 'Product': '4-hydroxybenzoate polyprenyltransferase', 'Start': '631820', 'End': '632684', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98013.1', 'Product': '4-hydroxybenzoate polyprenyltransferase', 'Start': '631820', 'End': '632684', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19327.1', 'Product': 'LYCOPENE ELONGASE', 'Start': '633281', 'End': '634145', 'Strand': '-'}]"
CGKG_G00625	Q8NSP7		IPR017825	Cgl0621	CGL_RS03115	NCgl0595	Cgl0621	cg0718		crtYf	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013771.1', 'Product': 'lycopene cyclase domain-containing protein', 'Start': '632686', 'End': '633079', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599856.1', 'Product': 'C50 carotenoid epsilon cyclase', 'Start': '632686', 'End': '633079', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98014.1', 'Product': 'C50 carotenoid epsilon cyclase', 'Start': '632686', 'End': '633079', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19328.1', 'Product': 'C50 CAROTENOID EPSILON CYCLASE', 'Start': '634147', 'End': '634540', 'Strand': '-'}]"
CGKG_G00626	Q8NSP6		IPR017825	Cgl0622	CGL_RS03120	NCgl0596	Cgl0622	cg0719		crtYe	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013772.1', 'Product': 'lycopene cyclase domain-containing protein', 'Start': '633075', 'End': '633525', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599857.1', 'Product': 'C50 carotenoid epsilon cyclase', 'Start': '633075', 'End': '633525', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98015.1', 'Product': 'C50 carotenoid epsilon cyclase', 'Start': '633075', 'End': '633474', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19329.1', 'Product': 'C50 CAROTENOID EPSILON CYCLASE', 'Start': '634536', 'End': '634986', 'Strand': '-'}]"
CGKG_G00627	Q8NSP5		IPR014105	Cgl0623	CGL_RS03125	NCgl0597	Cgl0623	cg0720		crtI2	Gene	1.3.-.-	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013773.1', 'Product': 'phytoene desaturase', 'Start': '633528', 'End': '635175', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599858.1', 'Product': 'putative phytoene dehydrogenase', 'Start': '633528', 'End': '635175', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98016.1', 'Product': 'Phytoene dehydrogenase and related proteins', 'Start': '633528', 'End': '635175', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19330.1', 'Product': 'PHYTOENE DEHYDROGENASE (DESATURASE)', 'Start': '634989', 'End': '636639', 'Strand': '-'}]"
CGKG_G00628	Q8NSP4		IPR002060#IPR008949#IPR019845	Cgl0624	CGL_RS03130	NCgl0598	Cgl0624	cg0721		crtB2	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013774.1', 'Product': 'phytoene/squalene synthase family protein', 'Start': '635174', 'End': '636089', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599859.1', 'Product': 'phytoene synthetase', 'Start': '635174', 'End': '636089', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98017.1', 'Product': 'Phytoene/squalene synthetase', 'Start': '635174', 'End': '636089', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19331.1', 'Product': 'PHYTOENE SYNTHETASE', 'Start': '636635', 'End': '637550', 'Strand': '-'}]"
CGKG_G00629	Q8NSP3		IPR000731#IPR004869	Cgl0625	CGL_RS03135	NCgl0599	Cgl0625	cg0722			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013775.1', 'Product': 'MMPL family transporter', 'Start': '636085', 'End': '638224', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599860.1', 'Product': 'predicted RND superfamily drug exporter', 'Start': '636085', 'End': '638224', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98018.1', 'Product': 'Predicted drug exporters of the RND superfamily', 'Start': '636085', 'End': '638278', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19332.1', 'Product': 'drug exporter, RND superfamily', 'Start': '637546', 'End': '639739', 'Strand': '-'}]"
CGKG_G00630	Q8NSP2	Cgl0626	IPR000092#IPR008949#IPR017446	Cgl0626	CGL_RS03140	NCgl0600	Cgl0626	cg0723		crtE	Enzyme	2.5.1.1	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_227747637.1', 'Product': 'polyprenyl synthetase family protein', 'Start': '638313', 'End': '639420', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599861.2', 'Product': 'geranylgeranyl pyrophosphate synthase', 'Start': '638313', 'End': '639462', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98019.1', 'Product': 'Geranylgeranyl pyrophosphate synthase', 'Start': '638313', 'End': '639462', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19333.1', 'Product': 'geranylgeranyl-pyrophosphate sythase', 'Start': '639774', 'End': '640893', 'Strand': '-'}]"
CGKG_G00631	Q8NSP1		IPR000835#IPR011991	Cgl0627	CGL_RS03145	NCgl0601	Cgl0627	cg0725			TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013777.1', 'Product': 'MarR family winged helix-turn-helix transcriptional regulator', 'Start': '639623', 'End': '640211', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599862.1', 'Product': 'MarR family transcriptional regulator', 'Start': '639623', 'End': '640211', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98020.1', 'Product': 'Transcriptional regulators', 'Start': '639623', 'End': '640211', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19334.1', 'Product': 'transcriptional regulator, MarR family', 'Start': '641084', 'End': '641672', 'Strand': '+'}]"
CGKG_G00632	Q8NSP0		IPR000566#IPR011038#IPR012674#IPR022271#IPR022272	Cgl0628	CGL_RS03150	NCgl0602	Cgl0628	cg0726			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013778.1', 'Product': 'lipocalin family protein', 'Start': '640228', 'End': '640879', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599863.1', 'Product': 'lipocalin', 'Start': '640228', 'End': '640879', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98021.1', 'Product': 'Bacterial lipocalin', 'Start': '640228', 'End': '640879', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19335.1', 'Product': 'secreted lipoprotein', 'Start': '641689', 'End': '642340', 'Strand': '-'}]"
CGKG_G00633	Q8NSN9		IPR016040#IPR021295	Cgl0629	CGL_RS03155	NCgl0603	Cgl0629	cg0727			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_020948522.1', 'Product': 'SDR family oxidoreductase', 'Start': '641036', 'End': '642560', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599864.1', 'Product': 'predicted nucleoside-diphosphate-sugar epimerase', 'Start': '640952', 'End': '642560', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98022.1', 'Product': 'Predicted nucleoside-diphosphate-sugar epimerases', 'Start': '641132', 'End': '642560', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19336.1', 'Product': 'nucleoside-diphosphate-sugar epimerase', 'Start': '642407', 'End': '644021', 'Strand': '+'}]"
CGKG_G00634	Q8NSN8		IPR002081#IPR005101#IPR006050#IPR014729#IPR018394	Cgl0630	CGL_RS03160	NCgl0604	Cgl0630	cg0728		phr	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013780.1', 'Product': 'deoxyribodipyrimidine photo-lyase', 'Start': '642552', 'End': '644001', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599865.1', 'Product': 'deoxyribodipyrimidine photolyase', 'Start': '642552', 'End': '644001', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98023.1', 'Product': 'Deoxyribodipyrimidine photolyase', 'Start': '642552', 'End': '643959', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19337.1', 'Product': 'DEOXYRIBODIPYRIMIDINE PHOTOLYASE', 'Start': '644013', 'End': '645462', 'Strand': '-'}]"
CGKG_G00635	Q8NSN7		IPR001173#IPR029044	Cgl0631	CGL_RS03165	NCgl0605	Cgl0631	cg0730		crtX	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013781.1', 'Product': 'C50 carotenoid glucosyltransferase CrtX', 'Start': '644025', 'End': '644781', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599866.1', 'Product': 'cell wall biogenesis glycosyltransferase', 'Start': '644025', 'End': '644781', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98024.1', 'Product': 'Glycosyltransferases involved in cell wall biogenesis', 'Start': '644025', 'End': '644781', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19338.1', 'Product': 'Glycosyl transferase', 'Start': '645486', 'End': '646242', 'Strand': '+'}]"
CGKG_G00636	Q8NSN6		IPR003838#IPR025857	Cgl0632	CGL_RS03170	NCgl0606	Cgl0632	cg0732			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_231838286.1', 'Product': 'ABC transporter permease', 'Start': '645172', 'End': '647470', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599867.1', 'Product': 'hypothetical ABC-type transporter, permease component', 'Start': '645172', 'End': '647590', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98025.1', 'Product': 'ABC-type transporter, permease components', 'Start': '645172', 'End': '647590', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19339.1', 'Product': 'PUTATIVE ABC TRANSPORT SYSTEM INTEGRAL MEMBRANE PR', 'Start': '646633', 'End': '649051', 'Strand': '-'}]"
CGKG_G00637	Q8NSN5		IPR003439#IPR003593#IPR017871#IPR027417	Cgl0633	CGL_RS03175	NCgl0607	Cgl0633	cg0733			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013783.1', 'Product': 'ABC transporter ATP-binding protein', 'Start': '647589', 'End': '648309', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599868.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '647589', 'End': '648309', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98026.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '647589', 'End': '648309', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19340.1', 'Product': 'PUTATIVE ABC TRANSPORTER ATP-BINDING PROTEIN', 'Start': '649050', 'End': '649770', 'Strand': '-'}]"
CGKG_G00638	Q8NSN3	Cgl0635	IPR000515	Cgl0635	CGL_RS03180	NCgl0608	Cgl0635	cg0735			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003854626.1', 'Product': 'methionine ABC transporter permease', 'Start': '648436', 'End': '649114', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599869.1', 'Product': 'ABC-type transporter, permease component', 'Start': '648436', 'End': '649114', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98028.1', 'Product': 'ABC-type transporter, permease components', 'Start': '648436', 'End': '649105', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19342.1', 'Product': 'ABC transporter, transmembrane component', 'Start': '649897', 'End': '650575', 'Strand': '-'}]"
CGKG_G00639	Q8NSN2	Cgl0636	IPR003439#IPR003593#IPR017871#IPR017908#IPR018449#IPR026253#IPR027417	Cgl0636	CGL_RS03185	NCgl0609	Cgl0636	cg0736		metN	Enzyme	7.4.2.11	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003854632.1', 'Product': 'methionine ABC transporter ATP-binding protein', 'Start': '649110', 'End': '650193', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599870.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '649110', 'End': '650193', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98029.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '649110', 'End': '650193', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19343.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '650571', 'End': '651654', 'Strand': '-'}]"
CGKG_G00640	Q8NSN1	Cgl0637	IPR004872	Cgl0637	CGL_RS03190	NCgl0610	Cgl0637	cg0737			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013784.1', 'Product': 'MetQ/NlpA family ABC transporter substrate-binding protein', 'Start': '650388', 'End': '651288', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599871.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '650388', 'End': '651288', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98030.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '650388', 'End': '651288', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19344.1', 'Product': 'ABC-type transport system, secreted lipoprotein component', 'Start': '651849', 'End': '652749', 'Strand': '-'}]"
CGKG_G00641	Q6M7C6		IPR003141#IPR004013#IPR011708#IPR016195#IPR023073#IPR029460	Cgl0638	CGL_RS03195	NCgl0611	Cgl0638	cg0738		dnaE2	Enzyme	2.7.7.7	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013785.1', 'Product': 'error-prone DNA polymerase', 'Start': '651447', 'End': '654615', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599872.1', 'Product': 'DNA polymerase III alpha subunit', 'Start': '651447', 'End': '654615', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98031.1', 'Product': 'DNA polymerase III alpha subunit', 'Start': '651600', 'End': '654615', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19345.1', 'Product': 'PUTATIVE DNA POLYMERASE III ALPHA CHAIN', 'Start': '652908', 'End': '656076', 'Strand': '+'}]"
CGKG_G00642	Q8NSM9		IPR005182	Cgl0639	CGL_RS03200	NCgl0612	Cgl0639	cg0739			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003860754.1', 'Product': 'PH domain-containing protein', 'Start': '654675', 'End': '655125', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599873.1', 'Product': 'hypothetical protein', 'Start': '654675', 'End': '655125', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98032.1', 'Product': 'Uncharacterized ACR', 'Start': '654675', 'End': '655125', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19346.1', 'Product': 'PUTATIVE INTEGRAL MEMBRANE PROTEIN', 'Start': '656094', 'End': '656586', 'Strand': '+'}]"
CGKG_G00643	Q8NSM8		IPR005182#IPR014529	Cgl0640	CGL_RS03205	NCgl0613	Cgl0640	cg0740			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013786.1', 'Product': 'PH domain-containing protein', 'Start': '655121', 'End': '656537', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599874.1', 'Product': 'predicted membrane protein', 'Start': '655121', 'End': '656537', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98033.1', 'Product': 'Predicted membrane protein', 'Start': '655121', 'End': '656537', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19347.1', 'Product': 'membrane protein', 'Start': '656582', 'End': '657998', 'Strand': '+'}]"
CGKG_G00644	Q8NSM7		IPR001367#IPR007167#IPR008988#IPR011991#IPR022687#IPR022689	Cgl0641	CGL_RS03210	NCgl0614	Cgl0641	cg0741		sirR	TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003854638.1', 'Product': 'metal-dependent transcriptional regulator', 'Start': '656546', 'End': '657218', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599875.1', 'Product': 'Mn-dependent transcriptional regulator', 'Start': '656546', 'End': '657218', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98034.1', 'Product': 'Mn-dependent transcriptional regulator', 'Start': '656546', 'End': '657218', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19348.1', 'Product': 'IRON REPRESSOR PROTEIN', 'Start': '658007', 'End': '658679', 'Strand': '+'}]"
CGKG_G00645	Q8NSM6		IPR007404	Cgl0642	CGL_RS03215	NCgl0615	Cgl0642	cg0742			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003854639.1', 'Product': 'metal-dependent hydrolase', 'Start': '657201', 'End': '657978', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599876.2', 'Product': 'hypothetical protein', 'Start': '657201', 'End': '658002', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98035.1', 'Product': 'Hypothetical protein', 'Start': '657201', 'End': '658002', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19349.1', 'Product': 'PUTATIVE INTEGRAL MEMBRANE PROTEIN', 'Start': '658662', 'End': '659457', 'Strand': '-'}]"
CGKG_G00646	Q8NSM4	Cgl0644	IPR003000#IPR026590#IPR026591#IPR027546#IPR029035	Cgl0644	CGL_RS03220	NCgl0616	Cgl0644	cg0745		cobB	Enzyme	2.3.1.286	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003854640.1', 'Product': 'NAD-dependent deacylase', 'Start': '658154', 'End': '658931', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599877.1', 'Product': 'SIR2 family NAD-dependent protein deacetylase', 'Start': '658154', 'End': '658931', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98037.1', 'Product': 'NAD-dependent protein deacetylases, SIR2 family', 'Start': '658154', 'End': '658931', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19350.1', 'Product': 'protein deacetylase, SIR2 family', 'Start': '659615', 'End': '660392', 'Strand': '+'}]"
CGKG_G00647	Q8NSM3		IPR002125#IPR016193	Cgl0645	CGL_RS03225	NCgl0617	Cgl0645	cg0747			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013788.1', 'Product': 'nucleoside deaminase', 'Start': '658932', 'End': '659427', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599878.1', 'Product': 'cytosine/adenosine deaminase', 'Start': '658932', 'End': '659427', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98038.1', 'Product': 'Cytosine/adenosine deaminases', 'Start': '658932', 'End': '659427', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19351.1', 'Product': 'Cytidine and deoxycytidylate deaminase', 'Start': '660393', 'End': '660888', 'Strand': '+'}]"
CGKG_G00648	Q8NSM2		IPR002491	Cgl0646	CGL_RS03230	NCgl0618	Cgl0646	cg0748			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013789.1', 'Product': 'iron-siderophore ABC transporter substrate-binding protein', 'Start': '659542', 'End': '660541', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599879.1', 'Product': 'ABC-type Fe3+-siderophores transport system, periplasmic component', 'Start': '659542', 'End': '660541', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB98039.1', 'Product': 'ABC-type Fe3+-siderophores transport systems, periplasmic components', 'Start': '659542', 'End': '660541', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF19352.1', 'Product': 'cobalamin/Fe3+-siderophores transport systems, secreted component', 'Start': '661003', 'End': '662002', 'Strand': '+'}]"
